"repo","level","compatLabel","minTrain","coversCurrent","manifestType","pkgName","engines","evidence"
"xiaohj233/dsh-keepalive","B","0.1.0-rc.6+(inferred)","0.1.0-rc.6","false","cordis.patch.yml","dsh-keepalive","{""node"":""^22.19.0 || >=24.0.0"",""pnpm"":"">=10.0.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/dsh-client-runtime@0.1.0-rc.6, @deepseek-ai/dsh-client-ui-primitives@0.1.0-rc.6, @deepseek-ai/dsh-home-paths@0.1.0-rc.6, @deepseek-ai/dsh-settings@0.1.0-rc.6, @deepseek-ai/schemastery@^3.18.1"
"culture-flask/dsh-aemeath-pet","B","declared","","false","cordis.patch.yml","dsh-aemeath-pet","","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@link:../../deepseek-harness/vendor/cordis, @deepseek-ai/dsh-client-locale@link:../../deepseek-harness/packages/client/locale, @deepseek-ai/dsh-client-ui-slots@link:../../deepseek-harness/packages/client/ui-slots, @deepseek-ai/dsh-client-runtime@link:../../deepseek-harness/packages/client/runtime, @deepseek-ai/dsh-host-webserver@link:../../deepseek-harness/packages/host/webserver"
"feibi-mochi/deepseek-harness-wallet","B","runtime-injected","","false","cordis.patch.yml","deepseek-harness-wallet","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"Chang-Tong/dsh-import-agents","B","declared-deps","","false","none","dsh-import-agents","","@deepseek-ai deps but no cordis.patch.yml: @deepseek-ai/cordis@>=0.1.0, @deepseek-ai/dsh-commands@>=0.1.0-rc.0, @deepseek-ai/dsh-session@>=0.1.0-rc.0, @deepseek-ai/dsh-session-persistence@>=0.1.0-rc.0, @deepseek-ai/dsh-user-questions@>=0.1.0-rc.0"
"Max-Samson/dsh-usage-chart","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-usage-chart","{""node"":"">=20""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-client-runtime@>=0.1.0-rc.6 <0.2.0, @deepseek-ai/dsh-client-locale@>=0.1.0-rc.6 <0.2.0, @deepseek-ai/dsh-client-ui-conversation@>=0.1.0-rc.6 <0.2.0, @deepseek-ai/dsh-client-ui-slots@>=0.1.0-rc.6 <0.2.0"
"Dpf555/dsh-workbench","C","unknown","","false","none","@dsh-local/dsh-workbench","","no manifest/deps at root; kind=plugin?; signals=keyword-plugin,readme-mentions-dsh"
"131CDA1/dsh-scrape-webpage","B","runtime-injected","","false","cordis.patch.yml","dsh-scrape-webpage","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"tzy168/dsh-web-theme-packs","B","declared","","false","cordis.patch.yml","dsh-web-theme-packs","","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/dsh-home-paths@workspace:^, @deepseek-ai/dsh-settings@workspace:^, @deepseek-ai/schemastery@workspace:^, @deepseek-ai/cordis@workspace:^, @deepseek-ai/dsh-api-remotes@workspace:^, @deepseek-ai/dsh-client-connection@workspace:^, @deepseek-ai/dsh-client-locale@workspace:^, @deepseek-ai/dsh-client-runtime@workspace:^, @deepseek-ai/dsh-client-test-runtime@workspace:^, @deepseek-ai/dsh-client-ui-settings@workspace:^, @deepseek-ai/dsh-client-ui-slots@workspace:^, @deepseek-ai/dsh-client-ui-theme@workspace:^, @deepseek-ai/dsh-host-webserver@workspace:^"
"yejiming/dsh-museai-tavern","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","@yejiming/dsh-museai-tavern","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-agent-default-model@^0.1.0-rc.6, @deepseek-ai/dsh-client-locale@^0.1.0-rc.6, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-conversation@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-primitives@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.6, @deepseek-ai/dsh-host-webserver@^0.1.0-rc.6, @deepseek-ai/dsh-invariants@^0.1.0-rc.6, @deepseek-ai/dsh-llm@^0.1.0-rc.6, @deepseek-ai/dsh-storage@0.1.0-rc.6, @deepseek-ai/dsh-storage-domain@^0.1.0-rc.6, @deepseek-ai/dsh-storage-json@0.1.0-rc.6"
"Chhlafiu4312/citeguard","B","0.1.0-rc.2+(inferred)","0.1.0-rc.2","true","cordis.patch.yml","dsh-citeguard","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@>=4.0.1 <5, @deepseek-ai/cordis-plugin-loader@1.0.2, @deepseek-ai/dsh-agent@0.1.0-rc.6, @deepseek-ai/dsh-attachment@0.1.0-rc.6, @deepseek-ai/dsh-brand@0.1.0-rc.6, @deepseek-ai/dsh-code-runtime@0.1.0-rc.6, @deepseek-ai/dsh-invariants@0.1.0-rc.6, @deepseek-ai/dsh-llm@>=0.1.0-rc.2 <0.2.0, @deepseek-ai/dsh-scope@0.1.0-rc.6, @deepseek-ai/dsh-session@0.1.0-rc.6, @deepseek-ai/dsh-system-prompt@0.1.0-rc.6, @deepseek-ai/dsh-timeout@0.1.0-rc.6, @deepseek-ai/dsh-tools@>=0.1.0-rc.2 <0.2.0, @deepseek-ai/dsh-typert-protocol@0.1.0-rc.6, @deepseek-ai/dsh-user-approval@0.1.0-rc.6, @deepseek-ai/schemastery@>=3.18.1-rc.4 <4"
"huguangyu666/dsh-plugin-notify","B","declared","","false","cordis.patch.yml","dsh-plugin-notify","{""node"":"">=22.5""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/dsh@>=0.1.0-rc.6"
"Highjobop/dsh-gadgets","C","unknown","","false","none","","","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"jiesou/dsh-commandcode-go-provider","B","declared","","false","cordis.patch.yml","@jiesou/dsh-commandcode-go-provider","","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@>=4.0.1 <5, @deepseek-ai/dsh-credentials@>=0.1.1-rc.2 <0.2, @deepseek-ai/dsh-launch-environment@>=0.1.1-rc.2 <0.2, @deepseek-ai/dsh-llm@>=0.1.1-rc.2 <0.2, @deepseek-ai/dsh-settings@>=0.1.1-rc.2 <0.2, @deepseek-ai/dsh-timeout@>=0.1.1-rc.2 <0.2, @deepseek-ai/schemastery@^3.18.1"
"jiezeng2004-design/dsh-requirements-alignment","A","0.1.1-rc.1+","0.1.1-rc.1","true","cordis.patch.yml","dsh-requirements-alignment","","cordis.patch.yml; ranges cover current (min=0.1.1-rc.1): @deepseek-ai/dsh-commands@0.1.1-rc.1, @deepseek-ai/dsh-session@0.1.1-rc.1, @deepseek-ai/dsh-session-persistence@0.1.1-rc.1, @deepseek-ai/dsh-session-persistence-jsonl@0.1.1-rc.1, @deepseek-ai/dsh-settings@0.1.1-rc.1, @deepseek-ai/dsh-storage@0.1.1-rc.1, @deepseek-ai/dsh-storage-domain@0.1.1-rc.1, @deepseek-ai/dsh-tool-ask-user@0.1.1-rc.1, @deepseek-ai/dsh-user-questions@0.1.1-rc.1, @deepseek-ai/schemastery@3.18.1, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-agent@^0.1.1-rc.1, @deepseek-ai/dsh-llm@^0.1.1-rc.1, @deepseek-ai/dsh-scope@0.1.1-rc.1, @deepseek-ai/dsh-storage-json@0.1.1-rc.1, @deepseek-ai/dsh-system-prompt@^0.1.1-rc.1, @deepseek-ai/dsh-tools@^0.1.1-rc.1"
"LeemanCheung/dsh-token-usage","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-token-usage","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-agent-default-model@^0.1.0-rc.6, @deepseek-ai/dsh-client-connection@^0.1.0-rc.6, @deepseek-ai/dsh-client-locale@^0.1.0-rc.6, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-conversation@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-primitives@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-settings@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.6, @deepseek-ai/dsh-compaction@^0.1.0-rc.6, @deepseek-ai/dsh-llm@^0.1.0-rc.6, @deepseek-ai/dsh-llm-retry@^0.1.0-rc.6, @deepseek-ai/dsh-session@^0.1.0-rc.6, @deepseek-ai/dsh-session-persistence@^0.1.0-rc.6, @deepseek-ai/dsh-session-projection@^0.1.0-rc.6, @deepseek-ai/dsh-session-projection-cache@^0.1.0-rc.6, @deepseek-ai/dsh-session-query@^0.1.0-rc.6, @deepseek-ai/dsh-settings@^0.1.0-rc.6, @deepseek-ai/dsh-token-meter@^0.1.0-rc.6, @deepseek-ai/schemastery@^3.18.1"
"DGPisces/dsh-openai-oauth","B","0.1.0-rc.6+(inferred)","0.1.0-rc.6","false","cordis.patch.yml","dsh-openai-oauth","{""node"":"">=22.19.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-client-runtime@0.1.0-rc.6, @deepseek-ai/dsh-client-ui-settings@0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@0.1.0-rc.6, @deepseek-ai/dsh-host-webserver@>=0.1.0-rc.5, @deepseek-ai/dsh-llm@>=0.1.0-rc.5"
"SZMY-haruhi/dsh-web-search-Tavily","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-tavily","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-web@^0.1.0-rc.6, @deepseek-ai/dsh-web-search-deepseek@^0.1.0-rc.6, @deepseek-ai/dsh-credentials@^0.1.0-rc.6, @deepseek-ai/dsh-launch-environment@^0.1.0-rc.6"
"Ri0n72Y/dsh-satori","C","unknown","","false","none","","","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"Fiennes4590/dsh-token-usage-calendar","C","unknown","","false","none","dsh-token-usage-calendar","{""node"":"">=20""}","no manifest/deps at root; kind=plugin?; signals=keyword-plugin,readme-mentions-dsh"
"doncelee229-cmyk/dsh-plugin-approval-alert","B","runtime-injected","","false","cordis.patch.yml","dsh-plugin-approval-alert","{""node"":"">=18""}","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"TGYD-helige/dsh-pi","B","0.1.0-rc.6+(inferred)","0.1.0-rc.6","false","cordis.patch.yml","dsh-pi-host","{""node"":"">=22.19.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/dsh-llm@0.1.0-rc.6, @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-agent@0.1.0-rc.6, @deepseek-ai/dsh-attachment@0.1.0-rc.6, @deepseek-ai/dsh-commands@0.1.0-rc.6, @deepseek-ai/dsh-session@0.1.0-rc.6, @deepseek-ai/dsh-system-prompt@0.1.0-rc.6, @deepseek-ai/dsh-tools@0.1.0-rc.6"
"xiaoxiaosrm/dsh-mattpocock-skills","B","declared","","true","cordis.patch.yml","@mattpocock-community/dsh-engineering-skills","{""node"":"">=20""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/dsh-skill-filesystem@*"
"KHG420/git-worktree","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-git-worktree","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/dsh-tools@^0.1.0-rc.6, @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-host-webserver@^0.1.0-rc.6, @deepseek-ai/dsh-subprocess@^0.1.0-rc.6"
"beijingwahw/dsh-conv-export","B","declared","","false","cordis.patch.yml","@dsh-external/dsh-conv-export","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.1, @deepseek-ai/cordis-plugin-hmr@^1.0.16, @deepseek-ai/cordis-plugin-include@^1.0.6, @deepseek-ai/cordis-plugin-loader@^1.0.2, @deepseek-ai/cordis-plugin-logger-console@^1.0.1, @deepseek-ai/cordis-plugin-timer@^1.1.3, @deepseek-ai/dsh-storage-domain@>=0.0.1-0, @deepseek-ai/schemastery@^3.18.1"
"AnothetLoice/dsh-hotplug-engine","A","0.1.1-rc.2+","0.1.1-rc.2","true","cordis.patch.yml","dsh-hotplug-engine","{""node"":"">=22.0.0""}","cordis.patch.yml; ranges cover current (min=0.1.1-rc.2): @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/cordis-plugin-loader@^1.0.2, @deepseek-ai/dsh-host-webserver@^0.1.1-rc.2, @deepseek-ai/dsh-tools@^0.1.1-rc.2, @deepseek-ai/dsh-client-runtime@^0.1.1-rc.2, @deepseek-ai/dsh-client-connection@^0.1.1-rc.2, @deepseek-ai/dsh-client-ui-settings@^0.1.1-rc.2, @deepseek-ai/dsh-client-locale@^0.1.1-rc.2"
"frankq007/dsh-plugin-devecocli","B","runtime-injected","","false","cordis.patch.yml","dsh-plugin-devecocli","{""node"":"">=18""}","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"x118111/prompt-optimizer","C","unknown","","false","none","prompt-optimizer","{""node"":"">=18""}","no manifest/deps at root; kind=plugin?; signals=keyword-plugin,readme-mentions-dsh"
"mochgolf/dsh-deepseek-vision-router","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-deepseek-vision-router","{""node"":"">=24""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-llm@^0.1.0-rc.6, @deepseek-ai/dsh-settings@^0.1.0-rc.6, @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/dsh-api-remotes@^0.1.0-rc.6, @deepseek-ai/dsh-client-connection@^0.1.0-rc.6, @deepseek-ai/dsh-client-locale@^0.1.0-rc.6, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-settings-plugins@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.6"
"Fu3rte/dsh-sight","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-sight","{""node"":"">=20""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/dsh-settings@^0.1.0-rc.6, @deepseek-ai/schemastery@^3.18.1"
"xiaohj233/dsh-tavily-search-provider","B","0.1.0-rc.6+(inferred)","0.1.0-rc.6","false","cordis.patch.yml","dsh-tavily-search-provider","{""node"":""^22.19.0 || >=24.0.0"",""pnpm"":"">=10.0.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/dsh-client-runtime@0.1.0-rc.6, @deepseek-ai/dsh-client-ui-primitives@0.1.0-rc.6, @deepseek-ai/dsh-credentials@0.1.0-rc.6, @deepseek-ai/dsh-settings@0.1.0-rc.6, @deepseek-ai/dsh-tools@0.1.0-rc.6, @deepseek-ai/dsh-web@0.1.0-rc.6, @deepseek-ai/schemastery@^3.18.1"
"MoFeng2223/dsh-claude-provider","B","0.1.1-rc.1+(inferred)","0.1.1-rc.1","false","cordis.patch.yml","@mofeng2223/dsh-claude-provider","{""node"":"">=22.19""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/schemastery@3.18.1, @deepseek-ai/dsh-client-ui-settings-models@0.1.1-rc.1"
"harryopo/dsh-remote-ide","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-remote-ide","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-llm@0.1.0-rc.6, @deepseek-ai/dsh-settings@^0.1.0-rc.6, @deepseek-ai/dsh-system-prompt@^0.1.0-rc.6, @deepseek-ai/dsh-tools@^0.1.0-rc.6"
"linshule/dsh-balance","B","runtime-injected","","false","cordis.patch.yml","@linshule/dsh-balance","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"iyllyt/dsh-btw","B","0.1.0-rc.6+(inferred)","0.1.0-rc.6","false","cordis.patch.yml","dsh-btw","{""node"":"">=22""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@4.0.1, @deepseek-ai/dsh-agent@0.1.0-rc.6, @deepseek-ai/dsh-client-connection@0.1.0-rc.6, @deepseek-ai/dsh-client-runtime@0.1.0-rc.6, @deepseek-ai/dsh-client-ui-conversation@0.1.0-rc.6, @deepseek-ai/dsh-client-ui-input-trigger@0.1.0-rc.6, @deepseek-ai/dsh-client-ui-primitives@0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@0.1.0-rc.6, @deepseek-ai/dsh-home-paths@0.1.0-rc.6, @deepseek-ai/dsh-llm@0.1.0-rc.6, @deepseek-ai/dsh-llm-pi-ai@0.1.0-rc.6, @deepseek-ai/dsh-session@0.1.0-rc.6, @deepseek-ai/schemastery@3.18.1"
"Abyss-Seeker/dsh-plugin-working-status","B","0.1.0-rc.6+(pkg-name)","0.1.0-rc.6","true","package.json","dsh-plugin-working-status","","plugin-named package.json, signals=@deepseek-ai/cordis,@deepseek-ai/dsh-settings,@deepseek-ai/schemastery"
"kairoz9/dsh-mcp-admin","B","runtime-injected","","false","cordis.patch.yml","dsh-mcp-admin","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"monk233/dsh-plugin-manager","B","declared","","false","cordis.patch.yml","@dsh-external/dsh-plugin-manager","","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.1"
"LemCAE/dsh-balance","B","declared","","false","cordis.patch.yml","@lemcae/dsh-balance","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-api-remotes@^0.1.0-rc.5, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.5, @deepseek-ai/dsh-client-ui-conversation@^0.1.0-rc.5, @deepseek-ai/dsh-client-ui-settings@^0.1.0-rc.5, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.5, @deepseek-ai/dsh-commands@^0.1.0-rc.5, @deepseek-ai/dsh-invariants@^0.1.0-rc.5, @deepseek-ai/dsh-session@^0.1.0-rc.5, @deepseek-ai/dsh-settings@^0.1.0-rc.5, @deepseek-ai/dsh-tools@^0.1.0-rc.5, @deepseek-ai/schemastery@^3.18.1"
"Da-Mie/dsh-beacons","C","subdir-only","","false","cordis.patch.yml","","","catalog reports cordis.patch.yml but not at repo root (monorepo/subdir) — needs deep check"
"Tabbit-Browser/dsh-plugin","B","declared","","false","cordis.patch.yml","dsh-tabbit","{""node"":"">=20""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@>=4.0.0, @deepseek-ai/dsh-jobs@>=0.1.0-rc.5, @deepseek-ai/dsh-skill@>=0.1.0-rc.5, @deepseek-ai/dsh-tools@>=0.1.0-rc.5"
"ZRui-C/dsh-computer-use","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-computer-use","{""node"":"">=22""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-agent@^0.1.0-rc.6, @deepseek-ai/dsh-subprocess@^0.1.0-rc.6, @deepseek-ai/dsh-system-prompt@^0.1.0-rc.6, @deepseek-ai/dsh-tools@^0.1.0-rc.6, @deepseek-ai/schemastery@^3.18.1"
"the-qian/dsh-commit-review","B","runtime-injected","","false","cordis.patch.yml","dsh-commit-review","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"mang0cola/adb_dsh_plugin","B","declared","","false","cordis.patch.yml","adb-dsh-plugin","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/dsh-attachment-local@^0.1.0-rc.5, @deepseek-ai/dsh-subprocess-local@^0.1.0-rc.5, @deepseek-ai/dsh-system-prompt@^0.1.0-rc.5, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-attachment@^0.1.0-rc.5, @deepseek-ai/dsh-llm@^0.1.0-rc.5, @deepseek-ai/dsh-subprocess@^0.1.0-rc.5, @deepseek-ai/dsh-tools@^0.1.0-rc.5"
"Yihong89/dsh-teacher","B","runtime-injected","","false","cordis.patch.yml","dsh-teacher","{""node"":"">=22.5.0""}","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"Smalldy/godot-bridge","B","runtime-injected","","false","cordis.patch.yml","godot-bridge","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"NoNameLeGo/dsh-catppuccin","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","@nonamelego/dsh-catppuccin","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-client-locale@^0.1.0-rc.6, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-settings@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-theme@^0.1.0-rc.6"
"CaoNing3212/dsh-plugin-image-wallpaper","B","declared","","false","cordis.patch.yml","dsh-plugin-image-wallpaper","","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.1"
"penguin-oo/dsh-bookmarks","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-bookmarks","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-session@^0.1.0-rc.6, @deepseek-ai/dsh-session-persistence@^0.1.0-rc.6, @deepseek-ai/dsh-storage-domain@^0.1.0-rc.6, @deepseek-ai/dsh-typert-protocol@^0.1.0-rc.6"
"fyy99/dsh-livis-connector","B","declared","","false","cordis.patch.yml","dsh-livis-connector","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/schemastery@3.18.1"
"xxxxxxxyu/dsh-notify-sound","B","declared","","false","cordis.patch.yml","dsh-notify-sound","","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.1"
"le-soleil-se-couche/dsh-token-cost","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","@deepseek-ai/dsh-token-cost","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-client-connection@^0.1.0-rc.6, @deepseek-ai/dsh-client-locale@^0.1.0-rc.6, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-conversation@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-settings@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.6, @deepseek-ai/dsh-host-webserver@^0.1.0-rc.6, @deepseek-ai/dsh-settings@^0.1.0-rc.6"
"sharkymew/dsh-utility-tools","B","runtime-injected","","false","cordis.patch.yml","dsh-utility-tools","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"zebbkira/dsh-skills-mcp-manager","A","0.1.1-rc.2+","0.1.1-rc.2","true","cordis.patch.yml","@zebbkira/dsh-skills-mcp-manager","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml; ranges cover current (min=0.1.1-rc.2): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-client-connection@^0.1.1-rc.2, @deepseek-ai/dsh-client-locale@^0.1.1-rc.2, @deepseek-ai/dsh-client-runtime@^0.1.1-rc.2, @deepseek-ai/dsh-client-ui-settings@^0.1.1-rc.2, @deepseek-ai/dsh-client-ui-settings-plugins@^0.1.1-rc.2, @deepseek-ai/dsh-client-ui-slots@^0.1.1-rc.2, @deepseek-ai/dsh-host-webserver@^0.1.1-rc.2, @deepseek-ai/dsh-llm@^0.1.1-rc.2, @deepseek-ai/dsh-mcp-client@^0.1.1-rc.2, @deepseek-ai/dsh-settings@^0.1.1-rc.2, @deepseek-ai/dsh-system-prompt@^0.1.1-rc.2, @deepseek-ai/dsh-tools@^0.1.1-rc.2"
"kbpoyo/dsh-image-bridge","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","@kbpoyo/dsh-image-bridge","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-typert-protocol@^0.1.0-rc.6"
"Cassius0924/dsh-usage-dashboard","B","declared","","false","cordis.patch.yml","@cassius0924/dsh-usage-dashboard","{""node"":"">=20""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.0"
"Blaczz/dsh-sci","B","0.1.0-rc.3+(inferred)","0.1.0-rc.3","true","cordis.patch.yml","dsh-sci","{""node"":"">=22.19.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@>=4.0.1-rc.1 <5.0.0, @deepseek-ai/dsh-tools@>=0.1.0-rc.3 <0.2.0"
"feiyang-dev/dsh-usage-plugin","B","declared","","false","cordis.patch.yml","@feiyang666/dsh-usage-plugin","{""node"":"">=18""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.1"
"Sqhao-O/dsh-docling","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-doc","{""node"":""^22.19.0 || >=24.0.0"",""pnpm"":"">=10.0.0""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-llm@^0.1.0-rc.6, @deepseek-ai/dsh-system-prompt@^0.1.0-rc.6, @deepseek-ai/dsh-tools@^0.1.0-rc.6, @deepseek-ai/schemastery@^3.18.1"
"linkingoscar/dsh-billing-glass","B","runtime-injected","","false","cordis.patch.yml","dsh-billing-glass","{""node"":"">=20""}","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"nianpangzhi233/dsh-billing","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-billing","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-tools@^0.1.0-rc.6"
"LeemanCheung/dsh-task-dag","B","declared","","true","cordis.patch.yml","dsh-task-dag","{""node"":"">=20""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/dsh-client-locale@*, @deepseek-ai/dsh-client-runtime@*, @deepseek-ai/dsh-client-ui-conversation@*, @deepseek-ai/dsh-client-ui-primitives@*, @deepseek-ai/dsh-client-ui-workflow-run@*"
